product_name,product_price,Rate,Review,Summary,Sentiment
Butterfly Rhino Plus Wet Grinder?(Grey),5299,5,classy product,it is a good product,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,5,best in the market!,super nice packing safety super crank best my family like it,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,5,terrific,awesome product from butterfly fast deliverythank you flipcart team,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,3,decent product,average,neutral
Butterfly Rhino Plus Wet Grinder?(Grey),5299,5,classy product,good product,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,1,did not meet expectations,gyrinder stone not properly paste,negative
Butterfly Rhino Plus Wet Grinder?(Grey),5299,3,good,nice prodecut,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,4,really nice,very good product,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,1,utterly disappointed,not working not good,negative
Butterfly Rhino Plus Wet Grinder?(Grey),5299,5,worth every penny,nice,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,5,must buy!,worth buying it recommended,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,5,brilliant,excellent,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,5,just wow!,very smooth and good product,positive
Butterfly Rhino Plus Wet Grinder?(Grey),5299,4,delightful,good,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,5,worth every penny,simply super,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,5,just wow!,product is v nic for 2 members its big its suitable for 4 n more thx for flipkart team,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,5,great product,very good,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,5,wonderful,good product value for money soundless product,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,5,highly recommended,good performance and very silent compared to others competitive price,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,3,just okay,good product but heat comes while using,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,5,classy product,nice,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,3,does the job,working is good but it is taking lot of timequality is good sound also less,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,1,hated it!,the grinder is not working properlyit is not grinding the urad dal completelyreturn pickup is also not happening,negative
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,3,nice,there s a gap between stoneplate n drum so not grinding properly,negative
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,3,just okay,useful product,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,5,simply awesome,very very nice but delivery is too late,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,5,mind-blowing purchase,excellent product,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,3,fair,not bad,neutral
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,4,really nice,nice value,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,1,not recommended at all,its not grinding nicely,negative
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,1,not recommended at all,not good,negative
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,4,delightful,i am happy with the product its nicei gave 4 star for bcos delivery experience was not goodthey werent accept the card paymenteven they have swipe machineand i asked to do the payment by swipingtelling doesnt have machinebut i saw that with the driverafter asking the card payment they hide thatwhy this and all happenedin app also i couldnt pay at the time,positive
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?Ink Blue),4199,1,worst experience ever!,waste of money,negative
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,1,unsatisfactory,waste product dont waste moneyfailure product,negative
Butterfly Rapid Plus Wet Grinder with Coconut Scraper (Blue)?(Ink Blue),4199,1,terrible product,not happy wet grinder motor is getting heated more flip kart pl give us solution,negative
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,3,just okay,good purifiers low price would give 4 star but the machine was not working within first 2 days one parts has been changed by the kent now it is running well its to early to say anything coz i m using it for last 3 weeks lets see what happens in the future,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,perfect product!,awesome product highly recommended,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,2,could be way better,not working as tds at my tap water is 2300 and final tds are 255 which is not acceptable,negative
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,1,terrible product,worst experience i have ever got from flipkartthe product is defective it does not even start and no coordination between installation teams and flikart supportcannot return the product due to comlicated procedurei really dought if i have to use flipkart again,negative
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,perfect product!,good,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,4,good quality product,good product next day installation,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,1,very poor,it stop working almost 1012 times in last 2 months the service provider just some and pack some loose part and it again start working that is pathetic there need permanent solution it is some manufacturing defect,negative
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,terrific,best water purifier in this range includes ro yearly service cost around 1800 for replacement the filtersif calculate the water consumption no loss of money its good for our family members please choose the kent water purifier,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,1,absolute rubbish!,when it was delivered product was facultyit was leaking then i got replacement again product was faulty there was vibration noise and cut off was not working since i was out of station replacement period has crossed service person came and replaced the control valve very very bad experiencewe go to brand to avoid all this but finally ended up with all problems i think theres is no quality check or they might be selling reconditioned once please dont buy it one of the worst e,negative
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,best in the market!,i am giving this review after 7 days of purchasekent purifier is same as shown in image and as described in the description it has water tank of 8 ltr and it takes about half an hour to fill completely it doesnt waste much water for purifying 8 ltr it wastes about 56 ltr the kent professionals were also too good they charged extra 1200 rs for the sediment filter and no charges for installation of the purifier,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,excellent,nice product,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,simply awesome,good,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,great product,very good product and service team they did the installation on time thank you flipkart and kent for such a wonderful product,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,worth every penny,good choice go for it,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,just wow!,nice product,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,terrific purchase,this product is perfect as expected ho for it without a second thought,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,4,really nice,very good product,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,worth every penny,good,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,4,wonderful,nice product,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,perfect product!,good,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,5,fabulous!,good,positive
"KENT Ace 8 L RO  UV  UF  TDS Water Purifier with Mineral ROTM Technology,In-tank UV Disinfection(White)",14299,4,really nice,very nice product,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,simply awesome,good unit and service,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,simply awesome,nice,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,worthless,waste of product dont buyit doesnt work properly not even for 1 monthworst customer support,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,waste of money!,some parts are not working wrost of money dont go for it,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,utterly disappointed,very bad product i am very sad buy this product this product is very very quality,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,don't waste your money,very poor quality very bad insulation person i suggest all of you dont bye this wroest produceonly one day working next day stopped i call many time customer care no body help me,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,worst experience ever!,worst product till daterequest not to make a purchasehad to replace ro membrane after 2 months outer filter broke cheap partshad to invest further 4000 bucksplease dont wast your money,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,utterly disappointed,don t go with this product worst water purifier i have ever seen in my life purified water is non drinkable one contains some plastic flavour in to it it s very hard to trust the water quality if you are consuming regularly definitely will face several health related issues don t provide this name sake purified water to your kids it s too dangerous,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,worthless,poor performance,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,hated it!,cost of installation is high as compared to the installation process person who come for installation does not bring any equipment which will help in installation along with himinstallation is very bad that there is a leakage of water from everywhere,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,not recommended at all,waste of money delivered with fault bad customers service i spend my own to repair it total wasteblood pressure and head ache are the sure gifts from the company,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,terrible product,only one month it purifies water well but now its not purifying water water leak was observed from filter and pipe connectors so disappointed very bad product from flipkart,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,1,don't waste your money,wast of time and money also there is no refund flipkart cheated me even im plus membership member so dont buy it there is no refund also be careful,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,must buy!,best in this price range,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,perfect product!,nice roi love it,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,great product,excellent,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,terrific,super,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,simply awesome,not bad,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,must buy!,very good,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifie(White, Blue)",4687,5,brilliant,good,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,worth every penny,good product,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,3,fair,the product is okii but installation had some correction with the things,neutral
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,4,nice product,water purifier is good water taste also good,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,3,nice,bady leaked storage tank,negative
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,simply awesome,very good price and good installation,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,great product,i like it,positive
"Aquagrand SkyLand 18 Ltr RO  UV  UF  TDS Water Purifier 18 L RO  UV  UF  TDS Water Purifier(White, Blue)",4687,5,perfect product!,good product,positive
"ULTRA Perfect  2.0 L Wet Grinder?Purple, White)",10790,5,super!,super product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,terrific purchase,very nice product,positive
"ULTRA Perfect  2.0 L Wet Grinder(Purple, White)",10790,5,terrific purchase,really good,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,fabulous!,excellent product but you wont get additional attachments as its optional recommended to buy packing is good no breakage during transportation,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,4,nice product,good product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,2,bad quality,update after using it for almost an year the rice ingredient of dosa batter is not grinding properly we will still see the pieces of rice after grinding it for an hour for small quantity as well,negative
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,4,good choice,good,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,terrific purchase,very nice delivery also good packing,positive
"ULTRA Perfect  2.0 L Wet Grinde?(Purple, White)",10790,3,fair,useful product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,1,don't waste your money,lock not working,negative
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,just wow!,perfect one this should be good for a family of 4 to 6 does its job perfectly,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,mind-blowing purchase,super,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,worth every penny,so good quality,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,3,decent product,good,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,highly recommended,nyc product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,terrific,felt sma by the timer system in this is good,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,1,useless product,very disappointed not at all smash well,negative
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,4,pretty good,good product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,best in the market!,nice product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,worth every penny,very good product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,1,very poor,dont buy this worst product from elgi very very worst dont waste your money negative comments are suitable to this product i request u to dont waste your money pls,negative
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,4,value-for-money,value for money,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,best in the market!,super,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,highly recommended,if you have budget at this range dont think twice just go for itreally nice product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,mind-blowing purchase,good product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,must buy!,best product,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,1,horrible,worst product asking for replacement they sent defect productbe careful,negative
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,4,good choice,all well but motor is getting heated very fast even on 20 minutes working,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,worth every penny,very useful for kitchen,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,4,nice product,very good product saves time useful for every family,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,super!,very good product from ultra,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,1,worthless,can you replace the roller stones instead of small stone because it is grinding properlly and taking too much time even small quantity,negative
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,excellent,very quiet and superb functioning thanks to flipkart,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,awesome,just wonderful,positive
"ULTRA Perfect  2.0 L Wet Grinder?(Purple, White)",10790,5,simply awesome,we just unpacked evening we will try batter,neutral
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,5,terrific,i had the same machine earlier also but the older model 2009 last 12 years not even had trouble once recently got some issue so have to fix it jus fascinated by the interrupted performance bought a new one as well very good one and noticed the new model takes very less time as well to finish the job comparing old modelim a happy customer,positive
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,5,awesome,very good product fast grinding look smart easy to clean conical stones is better than conventional,positive
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,5,fabulous!,good product,positive
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,5,terrific purchase,awesome,positive
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,5,excellent,goodgo for it,positive
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,5,brilliant,simply superb product from ultraworks well and looks good happy with the purchaseoverall i suggest that the choice is bestcan go for it,positive
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,4,good choice,good products but festival season no offer given it is used for middle class so consider next time,positive
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,5,brilliant,nice,positive
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,4,very good,nice productbut cost was little high,positive
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,3,decent product,it is probably the highest rated grinder and looks niceproslooks elegantgrinds fastsupposedly long lastingconsthe batter splashes a lot and comes out of the drum even when covered with the lid and covers the motorcleaning is a pain it is not friendly to cleanpremium price similar products from other reputed brands are at least 20 cheaper,negative
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,1,utterly disappointed,not satisfied take long time to grind,negative
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,5,great product,ok,neutral
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,2,expected a better product,first use for heating problem,negative
ULTRA Grind? 2.0 L Wet Grinder?(Purple),9190,5,fabulous!,this is our second wet grinder we have been using this model for 10 years extremely good performance high value for money,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,1,unsatisfactory,dont buy this product waste of money less then one month 5 times only used now not working totally disappointed who recently buy this product kindly share feedback it will help others,negative
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,terrific,good look awesome performance really very happy,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,brilliant,good,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,wonderful,good quality,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,terrific purchase,superb,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,3,good,go for it its really a nice wet grinder which makes our idlis very smooth,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,brilliant,very good product for this pricevalue for money,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,4,value-for-money,super value of many good product and packing is good,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,mind-blowing purchase,nice,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,terrific purchase,good,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,brilliant,nice,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,4,worth the money,nice product,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,3,does the job,after replacing got a good one,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,awesome,good quality,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,4,nice product,good,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,worth every penny,good,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,highly recommended,amaging super,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,brilliant,good,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,terrific purchase,super,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,wonderful,super,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,mind-blowing purchase,superb awesome product i like it thanks to flip kart,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,1,unsatisfactory,slow performance,negative
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,5,brilliant,super,positive
Greenchef Solona Table Top Grinder Wet Grinder?(Pink),3599,4,really nice,good protect,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,simply awesome,nice grinder tilting type is very easy for me to transfer ground flour into a vessel grinder is very fast than normal type grinder moreover it is 3 litre so that very useful in grinding more and stocking up for a week delivered soon tq flipkart,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,fabulous!,really nice and compact made idli fast than my old grinder and tilting is best best value 3litre in this range the product is worth and great,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,simply awesome,i purchased this product with some offer delivery delayed due to heavy rain at chennai product box looks old and thermocol damaged inside box but grinder looks new no damageinitially i was hesitated to purchase the product but after purchased the product i feel like taken right decision weight is little more but acceptable for 3 liters capacity stone motor weight ladies can easily lift or change to some other place after dismantle the grinderbuild grinding quality is outstand,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,brilliant,worth for the price quality is very good grinds in quick time compared to other grinders very easy to handle overall im very much satisfied with the product and i will recommend this product to my friends also,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,simply awesome,excellent product low noise ideal for home use wish you all the best,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,must buy!,wow superb grinder i really impressed very god thank u do mach flip cart,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,3,decent product,the tilt angle suitable to decant the drum cannot be possible on plain surfaceif machine is placed higher over an edge the tilt angle is achieved but drum is inside the frame making it impossible for the vessel to be placed below the drumoverall stand design need to be improvised,neutral
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,4,good quality product,drum rotation is not centric stone is very ok,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,classy product,nice one,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,perfect product!,i was satisfied with the performancebetter than the most advertised brands,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,4,good quality product,good product,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,great product,good speed does the job fasterconvenient to remove the batteras well as clean,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,1,very poor,so far so goodwould change the review if something goes badeditdon t buy this at all after first month its not working no proper response from customer care going to throw this away,negative
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,1,don't waste your money,we have been using this grinder for last 1 year taking 4 hours to grind 12 kg rice getting very heatinformed to flipkart customer care but no response,negative
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,highly recommended,good noiseless wet grinder excellent quality product made in india,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,4,nice product,super grinder for all,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,4,delightful,good,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,excellent,good product,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,4,pretty good,good,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,awesome,super in packing and we got the product safely to our home thank you flipkart,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,just wow!,super quality super,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,excellent,really good machine very less noise grinds effortlessly checked specs from various company ponmani is a trustable company other manufacturers machines are costly with this kind of qualitya perfect cost to value machine,positive
Ponmani Power Plus Tilting Wet Grinder?(Red),8699,5,mind-blowing purchase,very nice product,positive
Preethi WG-905 Wet Grinder?(Purple),5149,5,mind-blowing purchase,super nice working fast good lovely i like it,positive
Preethi WG-905 Wet Grinder?(Purple),5149,5,best in the market!,this product is very nice,positive
Preethi WG-905 Wet Grinder?(Purple),5149,4,nice product,good product,positive
Preethi WG-905 Wet Grinder?(Purple),5149,1,worst experience ever!,totally damaged,negative
Preethi WG-905 Wet Grinder?(Purple),5149,3,just okay,good,positive
Preethi WG-905 Wet Grinder?(Purple),5149,5,classy product,superb,positive
Preethi WG-905 Wet Grinder?(Purple),5149,5,mind-blowing purchase,nice product,positive
Preethi WG-905 Wet Grinder?(Purple),5149,2,not good,melting smell is coming,negative
Preethi WG-905 Wet Grinder?(Purple),5149,4,good choice,value for money,positive
Preethi WG-905 Wet Grinder?(Purple),5149,4,good choice,super,positive
Preethi WG-905 Wet Grinder?(Purple),5149,3,just okay,good,positive
Preethi WG-905 Wet Grinder?(Purple),5149,2,moderate,over heat produce,negative
Preethi WG-905 Wet Grinder?(Purple),5149,5,highly recommended,power motor quality product,positive
Preethi WG-905 Wet Grinder?(Purple),5149,5,wonderful,packing is good,positive
Preethi WG-905 Wet Grinder?(Purple),5149,5,awesome,worth for money,positive
Preethi WG-905 Wet Grinder?(Purple),5149,5,terrific,gd product,neutral
Preethi WG-905 Wet Grinder?(Purple),5149,4,wonderful,good product,positive
Preethi WG-905 Wet Grinder?(Purple),5149,5,simply awesome,i am really happy very very fast product is worth of money,positive
Preethi WG-905 Wet Grinder?(Purple),5149,2,bad quality,not recommended,negative
Preethi WG-905 Wet Grinder?(Purple),5149,1,not recommended at all,it was damaged,negative
Preethi WG-905 Wet Grinder?(Purple),5149,1,absolute rubbish!,dont waste the money it is worst,negative
Preethi WG-905 Wet Grinder?(Purple),5149,1,did not meet expectations,i can use it 3 times after that grinder is not working,negative
Preethi WG-905 Wet Grinder?(Purple),5149,4,very good,good,positive
Preethi WG-905 Wet Grinder?(Purple),5149,5,brilliant,good,positive
